591,Frillish,55,40,50,65,85,40,2,13
592,Jellicent,100,60,70,85,105,60,2,13
593,Alomomola,165,75,80,40,45,65,2,20
594,Joltik,50,47,50,57,50,65,11,4
595,Galvantula,70,77,60,97,60,108,11,4
596,Ferroseed,44,50,91,24,86,10,3,16
597,Ferrothorn,74,94,131,54,116,20,3,16
598,Klink,40,55,70,45,60,30,16,20
599,Klang,60,80,95,70,85,50,16,20
600,Klinklang,60,100,115,70,85,90,16,20
601,Tynamo,35,55,40,45,40,60,4,20
602,Eelektrik,65,85,70,75,70,40,4,20
603,Eelektross,85,115,80,105,80,50,4,20
604,Elgyem,55,55,55,85,55,30,10,20
605,Beheeyem,75,75,75,125,95,40,10,20
606,Litwick,50,30,55,65,55,20,13,1
607,Lampent,60,40,60,95,60,55,13,1
608,Chandelure,60,55,90,145,90,80,13,1
609,Axew,46,87,60,30,40,57,14,20
610,Fraxure,66,117,70,40,50,67,14,20
611,Haxorus,76,147,90,60,70,97,14,20
612,Cubchoo,55,70,40,60,40,40,5,20
613,Beartic,95,110,80,70,80,50,5,20
614,Cryogonal,70,50,30,95,135,105,5,20
615,Shelmet,50,40,85,40,65,25,11,20
616,Accelgor,80,70,40,100,60,145,11,20
617,Stunfisk,109,66,84,81,99,32,8,4
618,Mienfoo,45,85,50,55,50,65,6,20
619,Mienshao,65,125,60,95,60,105,6,20
620,Druddigon,77,120,90,60,90,48,14,20
621,Golett,59,74,50,35,50,35,8,13
622,Golurk,89,124,80,55,80,55,8,13
623,Pawniard,45,85,70,40,40,60,15,16
624,Bisharp,65,125,100,60,70,70,15,16
625,Bouffalant,95,110,95,40,95,55,0,20
626,Rufflet,70,83,50,37,50,60,0,9
627,Braviary,100,123,75,57,75,80,0,9
628,Vullaby,70,55,75,45,65,60,15,9
629,Mandibuzz,110,65,105,55,95,80,15,9
630,Heatmor,85,97,66,105,66,65,1,20
631,Durant,58,109,112,48,48,109,11,16
632,Deino,52,65,50,45,50,38,15,14
633,Zweilous,72,85,70,65,70,58,15,14
634,Hydreigon,92,105,90,125,90,98,15,14
635,Larvesta,55,85,55,50,55,60,11,1
636,Volcarona,85,60,65,135,105,100,11,1
637,Cobalion,91,90,129,90,72,108,16,6
638,Terrakion,91,129,90,72,90,108,12,6
639,Virizion,91,90,72,90,129,108,3,6
640,Tornadus,79,115,70,125,80,111,9,20
641,Thundurus,79,115,70,125,80,111,4,9
642,Reshiram,100,120,100,150,120,90,14,1
643,Zekrom,100,150,120,120,100,90,14,4
644,Landorus,89,125,90,115,80,101,8,9
645,Kyurem,125,130,90,130,90,95,14,5
646,Keldeo,91,72,90,129,90,108,2,6
647,Meloetta,100,77,77,128,128,90,0,10
648,Genesect,71,120,95,120,95,99,11,16
649,Chespin,56,61,65,48,45,38,3,20
650,Quilladin,61,78,95,56,58,57,3,20
651,Chesnaught,88,107,122,74,75,64,3,6
652,Fennekin,40,45,40,62,60,60,1,20
653,Braixen,59,59,58,90,70,73,1,20
654,Delphox,75,69,72,114,100,104,1,10
655,Froakie,41,56,40,62,44,71,2,20
656,Frogadier,54,63,52,83,56,97,2,20
657,Greninja,72,95,67,103,71,122,2,15
658,Bunnelby,38,36,38,32,36,57,0,20
659,Diggersby,85,56,77,50,77,78,0,8
660,Fletchling,45,50,43,40,38,62,0,9
661,Fletchinder,62,73,55,56,52,84,1,9
662,Talonflame,78,81,71,74,69,126,1,9
663,Scatterbug,38,35,40,27,25,35,11,20
664,Spewpa,45,22,60,27,30,29,11,20
665,Vivillon,80,52,50,90,50,89,11,9
666,Litleo,62,50,58,73,54,72,1,0
667,Pyroar,86,68,72,109,66,106,1,0
668,Flabébé,44,38,39,61,79,42,17,20
669,Floette,54,45,47,75,98,52,17,20
670,Florges,78,65,68,112,154,75,17,20
671,Skiddo,66,65,48,62,57,52,3,20
672,Gogoat,123,100,62,97,81,68,3,20
673,Pancham,67,82,62,46,48,43,6,20
674,Pangoro,95,124,78,69,71,58,6,15
675,Furfrou,75,80,60,65,90,102,0,20
676,Espurr,62,48,54,63,60,68,10,20
677,Meowstic,74,48,76,83,81,104,10,20
678,Honedge,45,80,100,35,37,28,16,13
679,Doublade,59,110,150,45,49,35,16,13
680,Aegislash,60,50,150,50,150,60,16,13
681,Spritzee,78,52,60,63,65,23,17,20
682,Aromatisse,101,72,72,99,89,29,17,20
683,Swirlix,62,48,66,59,57,49,17,20
684,Slurpuff,82,80,86,85,75,72,17,20
685,Inkay,53,54,53,37,46,45,15,10
686,Malamar,86,92,88,68,75,73,15,10
687,Binacle,42,52,67,39,56,50,12,2
688,Barbaracle,72,105,115,54,86,68,12,2
689,Skrelp,50,60,60,60,60,30,7,2
690,Dragalge,65,75,90,97,123,44,7,14
691,Clauncher,50,53,62,58,63,44,2,20
692,Clawitzer,71,73,88,120,89,59,2,20
693,Helioptile,44,38,33,61,43,70,4,0
694,Heliolisk,62,55,52,109,94,109,4,0
695,Tyrunt,58,89,77,45,45,48,12,14
696,Tyrantrum,82,121,119,69,59,71,12,14
697,Amaura,77,59,50,67,63,46,12,5
698,Aurorus,123,77,72,99,92,58,12,5
699,Sylveon,95,65,65,110,130,60,17,20
700,Hawlucha,78,92,75,74,63,118,6,9
701,Dedenne,67,58,57,81,67,101,4,17
702,Carbink,50,50,150,50,150,50,12,17
703,Goomy,45,50,35,55,75,40,14,20
704,Sliggoo,68,75,53,83,113,60,14,20
705,Goodra,90,100,70,110,150,80,14,20
706,Klefki,57,80,91,80,87,75,16,17
707,Phantump,43,70,48,50,60,38,13,3
708,Trevenant,85,110,76,65,82,56,13,3
709,Pumpkaboo,44,66,70,44,55,56,13,3
710,Gourgeist,55,85,122,58,75,99,13,3
711,Bergmite,55,69,85,32,35,28,5,20
712,Avalugg,95,117,184,44,46,28,5,20
713,Noibat,40,30,35,45,40,55,9,14
714,Noivern,85,70,80,97,80,123,9,14
715,Xerneas,126,131,95,131,98,99,17,20
716,Yveltal,126,131,95,131,98,99,15,9
717,Zygarde,108,100,121,81,95,95,14,8
718,Diancie,50,100,150,100,150,50,12,17
719,Hoopa,80,110,60,150,130,70,10,13
720,Volcanion,80,110,120,130,90,70,1,2
721,Rowlet,68,55,55,50,50,42,3,9
722,Dartrix,78,75,75,70,70,52,3,9
723,Decidueye,78,107,75,100,100,70,3,13
724,Litten,45,65,40,60,40,70,1,20
725,Torracat,65,85,50,80,50,90,1,20
726,Incineroar,95,115,90,80,90,60,1,15
727,Popplio,50,54,54,66,56,40,2,20
728,Brionne,60,69,69,91,81,50,2,20
729,Primarina,80,74,74,126,116,60,2,17
730,Pikipek,35,75,30,30,30,65,0,9
731,Trumbeak,55,85,50,40,50,75,0,9
732,Toucannon,80,120,75,75,75,60,0,9
733,Yungoos,48,70,30,30,30,45,0,20
734,Gumshoos,88,110,60,55,60,45,0,20
735,Grubbin,47,62,45,55,45,46,11,20
736,Charjabug,57,82,95,55,75,36,11,4
737,Vikavolt,77,70,90,145,75,43,11,4
738,Crabrawler,47,82,57,42,47,63,6,20
739,Crabominable,97,132,77,62,67,43,6,5
740,Oricorio,75,70,70,98,70,93,1,9
741,Cutiefly,40,45,40,55,40,84,11,17
742,Ribombee,60,55,60,95,70,124,11,17
743,Rockruff,45,65,40,30,40,60,12,20
744,Lycanroc,75,115,65,55,65,112,12,20
745,Wishiwashi,45,20,20,25,25,40,2,20
746,Mareanie,50,53,62,43,52,45,7,2
747,Toxapex,50,63,152,53,142,35,7,2
748,Mudbray,70,100,70,45,55,45,8,20
749,Mudsdale,100,125,100,55,85,35,8,20
750,Dewpider,38,40,52,40,72,27,2,11
751,Araquanid,68,70,92,50,132,42,2,11
752,Fomantis,40,55,35,50,35,35,3,20
753,Lurantis,70,105,90,80,90,45,3,20
754,Morelull,40,35,55,65,75,15,3,17
755,Shiinotic,60,45,80,90,100,30,3,17
756,Salandit,48,44,40,71,40,77,7,1
757,Salazzle,68,64,60,111,60,117,7,1
758,Stufful,70,75,50,45,50,50,0,6
759,Bewear,120,125,80,55,60,60,0,6
760,Bounsweet,42,30,38,30,38,32,3,20
761,Steenee,52,40,48,40,48,62,3,20
762,Tsareena,72,120,98,50,98,72,3,20
763,Comfey,51,52,90,82,110,100,17,20
764,Oranguru,90,60,80,90,110,60,0,10
765,Passimian,100,120,90,40,60,80,6,20
766,Wimpod,25,35,40,20,30,80,11,2
767,Golisopod,75,125,140,60,90,40,11,2
768,Sandygast,55,55,80,70,45,15,13,8
769,Palossand,85,75,110,100,75,35,13,8
770,Pyukumuku,55,60,130,30,130,5,2,20
771,Type: Null,95,95,95,95,95,59,0,20
772,Silvally,95,95,95,95,95,95,0,20
773,Minior,60,60,100,60,100,60,12,9
774,Komala,65,115,65,75,95,65,0,20
775,Turtonator,60,78,135,91,85,36,1,14
776,Togedemaru,65,98,63,40,73,96,4,16
777,Mimikyu,55,90,80,50,105,96,13,17
778,Bruxish,68,105,70,70,70,92,2,10
779,Drampa,78,60,85,135,91,36,0,14
780,Dhelmise,70,131,100,86,90,40,13,3
781,Jangmo-o,45,55,65,45,45,45,14,20
782,Hakamo-o,55,75,90,65,70,65,14,6
783,Kommo-o,75,110,125,100,105,85,14,6
784,Tapu Koko,70,115,85,95,75,130,4,17
785,Tapu Lele,70,85,75,130,115,95,10,17
786,Tapu Bulu,70,130,115,85,95,75,3,17
787,Tapu Fini,70,75,115,95,130,85,2,17
788,Cosmog,43,29,31,29,31,37,10,20
789,Cosmoem,43,29,131,29,131,37,10,20
790,Solgaleo,137,137,107,113,89,97,10,16
791,Lunala,137,113,89,137,107,97,10,13
792,Nihilego,109,53,47,127,131,103,12,7
793,Buzzwole,107,139,139,53,53,79,11,6
794,Pheromosa,71,137,37,137,37,151,11,6
795,Xurkitree,83,89,71,173,71,83,4,20
796,Celesteela,97,101,103,107,101,61,16,9
797,Kartana,59,181,131,59,31,109,3,16
798,Guzzlord,223,101,53,97,53,43,15,14
799,Necrozma,97,107,101,127,89,79,10,20
800,Magearna,80,95,115,130,115,65,16,17
801,Marshadow,90,125,80,90,90,125,6,13
802,Poipole,67,73,67,73,67,73,7,20
803,Naganadel,73,73,73,127,73,121,7,14
804,Stakataka,61,131,211,53,101,13,12,16
805,Blacephalon,53,127,53,151,79,107,1,13
806,Zeraora,88,112,75,102,80,143,4,20
807,Meltan,46,65,65,55,35,34,16,20
808,Melmetal,135,143,143,80,65,34,16,20
809,Grookey,50,65,50,40,40,65,3,20
810,Thwackey,70,85,70,55,60,80,3,20
811,Rillaboom,100,125,90,60,70,85,3,20
812,Scorbunny,50,71,40,40,40,69,1,20
813,Raboot,65,86,60,55,60,94,1,20
814,Cinderace,80,116,75,65,75,119,1,20
815,Sobble,50,40,40,70,40,70,2,20
816,Drizzile,65,60,55,95,55,90,2,20
817,Inteleon,70,85,65,125,65,120,2,20
818,Skwovet,70,55,55,35,35,25,0,20
819,Greedent,120,95,95,55,75,20,0,20
820,Rookidee,38,47,35,33,35,57,9,20
821,Corvisquire,68,67,55,43,55,77,9,20
822,Corviknight,98,87,105,53,85,67,9,16
823,Blipbug,25,20,20,25,45,45,11,20
824,Dottler,50,35,80,50,90,30,11,10
825,Orbeetle,60,45,110,80,120,90,11,10
826,Nickit,40,28,28,47,52,50,15,20
827,Thievul,70,58,58,87,92,90,15,20
828,Gossifleur,40,40,60,40,60,10,3,20
829,Eldegoss,60,50,90,80,120,60,3,20
830,Wooloo,42,40,55,40,45,48,0,20
831,Dubwool,72,80,100,60,90,88,0,20
832,Chewtle,50,64,50,38,38,44,2,20
833,Drednaw,90,115,90,48,68,74,2,12
834,Yamper,59,45,50,40,50,26,4,20
835,Boltund,69,90,60,90,60,121,4,20
836,Rolycoly,30,40,50,40,50,30,12,20
837,Carkol,80,60,90,60,70,50,12,1
838,Coalossal,110,80,120,80,90,30,12,1
839,Applin,40,40,80,40,40,20,3,14
840,Flapple,70,110,80,95,60,70,3,14
841,Appletun,110,85,80,100,80,30,3,14
842,Silicobra,52,57,75,35,50,46,8,20
843,Sandaconda,72,107,125,65,70,71,8,20
844,Cramorant,70,85,55,85,95,85,9,2
845,Arrokuda,41,63,40,40,30,66,2,20
846,Barraskewda,61,123,60,60,50,136,2,20
847,Toxel,40,38,35,54,35,40,4,7
848,Toxtricity,75,98,70,114,70,75,4,7
849,Sizzlipede,50,65,45,50,50,45,1,11
850,Centiskorch,100,115,65,90,90,65,1,11
851,Clobbopus,50,68,60,50,50,32,6,20
852,Grapploct,80,118,90,70,80,42,6,20
853,Sinistea,40,45,45,74,54,50,13,20
854,Polteageist,60,65,65,134,114,70,13,20
855,Hatenna,42,30,45,56,53,39,10,20
856,Hattrem,57,40,65,86,73,49,10,20
857,Hatterene,57,90,95,136,103,29,10,17
858,Impidimp,45,45,30,55,40,50,15,17
859,Morgrem,65,60,45,75,55,70,15,17
860,Grimmsnarl,95,120,65,95,75,60,15,17
861,Obstagoon,93,90,101,60,81,95,15,0
862,Perrserker,70,110,100,50,60,50,16,20
863,Cursola,60,95,50,145,130,30,13,20
864,Sirfetch'd,62,135,95,68,82,65,6,20
865,Mr. Rime,80,85,75,110,100,70,5,10
866,Runerigus,58,95,145,50,105,30,8,13
867,Milcery,45,40,40,50,61,34,17,20
868,Alcremie,65,60,75,110,121,64,17,20
869,Falinks,65,100,100,70,60,75,6,20
870,Pincurchin,48,101,95,91,85,15,4,20
871,Snom,30,25,35,45,30,20,5,11
872,Frosmoth,70,65,60,125,90,65,5,11
873,Stonjourner,100,125,135,20,20,70,12,20
874,Eiscue,75,80,110,65,90,50,5,20
875,Indeedee,60,65,55,105,95,95,10,0
876,Morpeko,58,95,58,70,58,97,4,15
877,Cufant,72,80,49,40,49,40,16,20
878,Copperajah,122,130,69,80,69,30,16,20
879,Dracozolt,90,100,90,80,70,75,4,14
880,Arctozolt,90,100,90,90,80,55,4,5
881,Dracovish,90,90,100,70,80,75,2,14
882,Arctovish,90,90,100,80,90,55,2,5
883,Duraludon,70,95,115,120,50,85,16,14
884,Dreepy,28,60,30,40,30,82,14,13
885,Drakloak,68,80,50,60,50,102,14,13
886,Dragapult,88,120,75,100,75,142,14,13
887,Zacian,92,130,115,80,115,138,17,20
888,Zamazenta,92,130,115,80,115,138,6,20
889,Eternatus,140,85,95,145,95,130,7,14
890,Kubfu,60,90,60,53,50,72,6,20
891,Urshifu-S,100,130,100,63,60,97,6,15
892,Urshifu-R,100,130,100,63,60,97,6,2
893,Zarude,105,120,105,70,95,105,15,3
894,Regieleki,80,100,50,100,50,200,4,20
895,Regidrago,200,100,50,100,50,80,14,20
896,Glastrier,100,145,130,65,110,30,5,20
897,Spectrier,100,65,60,145,80,130,13,20
898,Calyrex,100,80,80,80,80,80,10,3
899,Calyrex-I,100,165,150,85,130,50,10,5
900,Calyrex-S,100,85,80,165,100,150,10,13
901,Wyrdeer,103,105,72,105,75,65,0,10
902,Kleavor,70,135,95,45,70,85,11,12
903,Ursaluna,130,140,105,45,80,50,8,0
904,Basculegion-F,120,92,65,100,75,78,2,13
905,Basculegion-M,120,112,65,80,75,78,2,13
906,Sneasler,80,130,60,40,80,120,6,7
907,Overqwil,85,115,95,65,65,85,15,7
908,Enamorus-I,74,115,70,135,80,106,17,9
909,Enamorus-T,74,115,110,135,100,46,17,9
910,Zygarde-100%,216,100,121,91,95,85,14,8
911,Giratina-O,150,120,100,120,100,90,14,13
912,Mega-Mewtwo-X,106,190,100,154,100,130,10,6
913,Mega-Mewtwo-Y,106,150,70,194,120,140,10,20
914,H-Typhlosion,73,84,78,119,85,95,1,13
915,Mega-Lucario,70,145,88,140,70,112,6,16
916,Mega-Salamence,95,145,130,120,90,120,14,9
917,Kyurem-White,125,120,90,170,100,95,14,5
918,Kyurem-Black,125,170,100,120,90,95,14,5
919,Zacian-C,92,170,115,80,115,148,17,16
920,Zamazenta-C,92,130,145,80,145,128,6,16
